rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect2m_rbd;nalu_mate2m_rbd;prom_lect2m_rbd;prom_mate2m_rbd;dif_lect2m_rbd;dif_mate2m_rbd;difgru_lect2m_rbd;difgru_mate2m_rbd;sigdif_lect2m_rbd;sigdif_mate2m_rbd;siggru_lect2m_rbd;siggru_mate2m_rbd;marca_lect2m_rbd;marca_mate2m_rbd;marcadif_lect2m_rbd;marcadif_mate2m_rbd;palu_eda_ins_lect2m_rbd;palu_eda_ele_lect2m_rbd;palu_eda_ade_lect2m_rbd;palu_eda_ins_mate2m_rbd;palu_eda_ele_mate2m_rbd;palu_eda_ade_mate2m_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
24766;9;COLEGIO ALMENDRAL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;33;29;240;248;40;31;-16;-19;1;1;-1;-1;;;;;63.6;18.2;18.2;48.3;44.8;6.9;0;v12025;20260427;2m;2025
14779;6;COLEGIO MAR ABIERTO;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;4;1;22;25;257;252;10;14;-13;-37;0;0;-1;-1;;;;;50;9.1;40.9;52;36;12;0;v12025;20260427;2m;2025
10697;6;LICEO POLITECNICO DE TALAGANTE;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13601;TALAGANTE;135;Talagante;1;1;1;1;152;147;249;237;16;9;21;4;1;0;1;0;;;;;50;34.2;15.8;66;28.6;5.4;0;v12025;20260427;2m;2025
3126;7;LICEO TECNICO AGRICOLA MARIA AUXILIADO;7;DEL MAULE;71;TALCA;7105;MAULE;72;Talca;3;2;1;2;50;53;216;202;4;-6;-12;-31;0;0;-1;-1;;;;;84;12;4;88.7;11.3;0;0;v12025;20260427;2m;2025
2044;3;ESCUELA INDUSTRIAL SAN ANTONIO;5;DE VALPARAÍSO;56;SAN ANTONI;5601;SAN ANTONIO;54;San Antonio;3;2;1;1;108;102;246;255;2;-19;18;22;0;-1;1;1;;;;;50;39.8;10.2;50;35.3;14.7;0;v12025;20260427;2m;2025
25602;1;ESC. PART. PABLO APOSTOL DE BUIN;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;4;3;5;1;26;27;272;301;-24;-50;-16;-28;-1;-1;-1;-1;;;;;30.8;26.9;42.3;22.2;44.4;33.3;0;v12025;20260427;2m;2025
18028;9;COLEGIO CIUDAD EDUCATIVA;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;3;2;2;1;53;55;237;236;4;-5;-3;-11;0;0;0;-1;;;;;52.8;35.8;11.3;61.8;34.5;3.6;0;v12025;20260427;2m;2025
8682;7;COLEGIO RAFAEL SANHUEZA LIZARDI;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13127;RECOLETA;137;Norte;3;2;3;1;77;76;258;290;-11;6;2;23;-1;0;0;1;;;;;44.2;32.5;23.4;30.3;32.9;36.8;0;v12025;20260427;2m;2025
13305;1;COLEGIO TRINITY;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;3;2;4;1;20;20;272;255;-6;-21;2;-34;0;0;0;-1;;;;;35;25;40;50;35;15;0;v12025;20260427;2m;2025
13551;8;COLEGIO MANANTIAL;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;3;2;2;1;50;51;239;229;8;11;-1;-18;0;0;0;-1;;;;;60;26;14;76.5;15.7;7.8;0;v12025;20260427;2m;2025
8928;1;LICEO JOSE VICTORINO LASTARRIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;1;1;4;1;196;199;252;269;-14;-11;-18;-20;-1;-1;-1;-1;;;;;45.9;31.1;23;38.7;42.2;19.1;0;v12025;20260427;2m;2025
14387;1;COLEGIO SAN NICOLAS EL OLIVAR;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;2;1;28;33;230;238;-7;10;-10;-9;0;0;-1;0;;;;;64.3;25;10.7;63.6;27.3;9.1;0;v12025;20260427;2m;2025
24912;2;COLEGIO SANTA MONICA DE MELIPILLA;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;4;3;5;1;61;58;297;309;29;3;9;-20;1;0;1;-1;;;;;13.1;32.8;54.1;13.8;39.7;46.6;0;v12025;20260427;2m;2025
10551;1;LICEO POLIV. LUCILA GODOY ALCAYAGA;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;6;4;2;1;42;44;202;207;-17;-4;-38;-40;-1;0;-1;-1;;;;;88.1;9.5;2.4;90.9;9.1;0;0;v12025;20260427;2m;2025
10162;1;LICEO TENIENTE DAGOBERTO GODOY NO.3;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13117;LO PRADO;134;Poniente;3;2;2;1;116;116;241;246;-16;-3;1;-1;-1;0;0;0;;;;;54.3;26.7;19;58.6;29.3;12.1;0;v12025;20260427;2m;2025
31387;4;COLEGIO BOSTON COLLEGE ALTO MACUL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;4;3;5;1;61;62;272;311;-3;-6;-16;-18;0;0;-1;-1;;;;;27.9;41;31.1;17.7;30.6;51.6;0;v12025;20260427;2m;2025
12509;1;LICEO PDTE. ANIBAL PINTO GARMENDIA.;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;3;1;64;64;254;242;-8;-4;-2;-25;0;0;0;-1;;;;;51.6;15.6;32.8;62.5;23.4;14.1;0;v12025;20260427;2m;2025
14716;8;PAN AMERICAN COLLEGE VINA DEL MAR;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;4;1;26;30;261;263;;5;;-26;;0;;-1;2;;1;;42.3;38.5;19.2;43.3;40;16.7;0;v12025;20260427;2m;2025
12177;0;COLEGIO ANDRES BELLO;5;DE VALPARAÍSO;54;PETORCA;5402;CABILDO;51;Quillota - Petorca;3;2;3;1;81;84;250;256;7;-1;-6;-11;0;0;-1;-1;;;;;44.4;35.8;19.8;47.6;40.5;11.9;0;v12025;20260427;2m;2025
24769;3;COLEGIO SAN ISAAC JOGUES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;3;2;3;1;82;81;263;243;10;18;7;-24;0;1;1;-1;;;;;39;34.1;26.8;59.3;35.8;4.9;0;v12025;20260427;2m;2025
12867;8;COL  LICANCABUR;2;DE ANTOFAGASTA;22;EL LOA;2201;CALAMA;22;El Loa;4;3;5;1;21;21;275;311;14;47;-13;-18;0;1;-1;-1;;;;;28.6;33.3;38.1;19;42.9;38.1;0;v12025;20260427;2m;2025
9784;5;LICEO TÉCNICO INDUSTRIAL LA CISTERNA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13109;LA CISTERNA;132;Sur;3;2;2;1;51;48;194;222;-27;17;-46;-25;-1;0;-1;-1;;;;;82.4;11.8;5.9;81.3;12.5;6.3;0;v12025;20260427;2m;2025
132;5;COLEGIO BAJO MOLLE;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;4;1;142;145;271;287;3;-10;1;-2;0;0;0;0;;;;;32.4;38.7;28.9;28.3;42.8;29;0;v12025;20260427;2m;2025
31175;8;BICENTENARIO COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;2;1;16;18;247;223;22;-4;7;-24;1;0;0;-1;;;;;50;37.5;12.5;66.7;33.3;0;0;v12025;20260427;2m;2025
25101;1;COLEGIO CORONEL ELEUTERIO RAMIREZ MOLI;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13113;LA REINA;133;Oriente;3;2;3;1;82;86;249;260;8;5;-7;-7;0;0;-1;0;;;;;43.9;39;17.1;52.3;27.9;19.8;0;v12025;20260427;2m;2025
10780;8;LICEO POLIV. HNOS. SOTOMAYOR BAEZA;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;1;1;1;1;226;229;248;250;7;1;20;17;0;0;1;1;;;;;48.2;34.1;17.7;50.7;34.9;14.4;0;v12025;20260427;2m;2025
2124;5;LICEO INTEGRADO LIBERTADOR SIMÓN BOLIV;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;1;1;1;1;52;55;229;223;-13;-17;1;-10;-1;0;0;0;;;;;65.4;28.8;5.8;72.7;25.5;1.8;0;v12025;20260427;2m;2025
16780;0;COLEGIO ALTO LAUQUÉN;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;2;1;54;57;263;261;;;23;14;;;1;1;;;1;1;29.6;61.1;9.3;49.1;35.1;15.8;0;v12025;20260427;2m;2025
8430;1;LICEO POLIVALENTE SARA BRAUN;12;DE MAGALLANES Y DE LA ANT;121;MAGALLANES;12101;PUNTA ARENAS;121;Magallanes;6;4;2;1;53;65;235;225;-3;3;-5;-22;0;0;-1;-1;;;;;62.3;30.2;7.5;69.2;27.7;3.1;0;v12025;20260427;2m;2025
438;3;LICEO MANUEL BLANCO ENCALADA;3;DE ATACAMA;31;COPIAPÓ;3102;CALDERA;31;Copiapo - Chanaral;6;4;1;1;104;103;216;214;8;9;-12;-19;0;0;-1;-1;;;;;75;20.2;4.8;81.6;16.5;1.9;0;v12025;20260427;2m;2025
5393;7;LICEO BICENTENARIO POLITECNICO MANUEL;9;DE LA ARAUCANÍA;92;MALLECO;9211;VICTORIA;91;Malleco;2;1;1;1;155;144;223;231;-1;-3;-5;-2;0;0;-1;0;;;;;72.3;21.3;6.5;72.2;22.9;4.9;0;v12025;20260427;2m;2025
14381;2;COLEGIO EL VALLE DE CASABLANCA;5;DE VALPARAÍSO;51;VALPARAÍSO;5102;CASABLANCA;53;Valparaiso - Isla de Pascua;3;2;4;1;20;20;276;308;-1;3;6;19;0;0;0;1;;;;;30;45;25;10;50;40;0;v12025;20260427;2m;2025
16754;1;LICEO ARTURO ALESSANDRI PALMA;7;DEL MAULE;73;CURICÓ;7306;ROMERAL;71;Curico;2;1;1;1;50;49;227;218;9;-9;-1;-15;0;0;0;-1;;;;;58;24;18;83.7;12.2;4.1;0;v12025;20260427;2m;2025
7414;4;LICEO ALIANZA FRANCESA CLAUDE GAY;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;4;3;5;1;40;41;293;342;21;10;5;13;1;0;0;1;;;;;12.5;37.5;50;2.4;26.8;70.7;0;v12025;20260427;2m;2025
9827;2;COLEGIO IDOP LIMITADA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13109;LA CISTERNA;132;Sur;3;2;2;1;148;140;236;257;5;27;-4;10;0;1;0;1;;;;;55.4;29.1;15.5;54.3;27.9;17.9;0;v12025;20260427;2m;2025
25224;7;COLEGIO BERTAIT COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13115;LO BARNECHEA;133;Oriente;4;3;;1;0;0;;;;;;;;;;;;;;;;;;;;;1;v12025;20260427;2m;2025
5084;9;LICEO POLIVALENTE MARIANO LATORRE;8;DEL BIOBÍO;82;ARAUCO;8205;CURANILAHUE;84;Arauco;2;1;2;1;251;247;233;239;6;8;-7;-8;0;0;-1;-1;;;;;57.8;32.7;9.6;62.3;32.8;4.9;0;v12025;20260427;2m;2025
10829;4;ESC. BAS. NUESTRA SEÑORA Y MADRE DEL C;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;3;2;1;1;59;58;234;258;-15;-10;6;25;-1;0;1;1;;;;;67.8;22;10.2;50;32.8;17.2;0;v12025;20260427;2m;2025
19983;4;COLEGIO EMPRENDER TEMUCO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;2;1;63;65;260;247;15;3;20;0;1;0;1;0;;;;;42.9;42.9;14.3;56.9;27.7;15.4;0;v12025;20260427;2m;2025
4829;1;LICEO VICENTE ALBERTO PALACIOS VALDES;8;DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;83;Concepcion;2;1;2;1;126;132;246;248;37;9;6;1;1;0;1;0;;;;;50.8;32.5;16.7;59.8;24.2;15.9;0;v12025;20260427;2m;2025
31052;2;COLEGIO VILLA EL SOL;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13603;ISLA DE MAIPO;135;Talagante;3;2;4;1;35;35;271;273;-11;-18;1;-16;0;-1;0;-1;;;;;22.9;48.6;28.6;25.7;62.9;11.4;0;v12025;20260427;2m;2025
109;0;COLEGIO DEPORTIVO TEC. PROF. ELENA DUV;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;6;4;2;1;87;88;214;221;-15;1;-26;-26;-1;0;-1;-1;;;;;80.5;18.4;1.1;79.5;20.5;0;0;v12025;20260427;2m;2025
11968;7;COLEGIO CUMBRES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;93;92;306;338;-8;-25;18;9;0;-1;1;1;;;;;6.5;26.9;66.7;6.5;23.9;69.6;0;v12025;20260427;2m;2025
3976;4;LICEO MANUEL BULNES;16;DE ÑUBLE;161;DIGUILLÍN;16102;BULNES;161;Diguillín;2;1;1;1;91;91;226;227;27;23;-2;-6;1;1;0;0;;;;;64.8;26.4;8.8;70.3;27.5;2.2;0;v12025;20260427;2m;2025
3478;9;ESCUELA AGRICOLA SAGRADOS CORAZONES;7;DEL MAULE;74;LINARES;7407;VILLA ALEGRE;73;Linares;3;2;1;2;31;32;225;212;-11;-10;-3;-21;0;0;0;-1;;;;;71;22.6;6.5;81.3;15.6;3.1;0;v12025;20260427;2m;2025
1148;7;LICEO JOSE MANUEL BORGONO NUNEZ;5;DE VALPARAÍSO;54;PETORCA;5404;PETORCA;51;Quillota - Petorca;2;1;2;1;42;45;235;237;-7;-12;-5;-10;0;0;0;0;;;;;61.9;31;7.1;64.4;28.9;6.7;0;v12025;20260427;2m;2025
24626;3;COMPLEJO EDUCACIONAL ALBERTO WIDMER;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;252;249;246;237;-3;-7;-10;-30;0;0;-1;-1;;;;;51.6;31.3;17.1;63.1;30.9;6;0;v12025;20260427;2m;2025
30013;6;THE AZAPA VALLEY SCHOOL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;4;3;5;1;26;25;265;321;-22;9;-23;-8;-1;0;-1;0;;;;;42.3;26.9;30.8;8;32;60;0;v12025;20260427;2m;2025
22021;3;LICEO LAS AMERICAS;10;DE LOS LAGOS;103;OSORNO;10304;PUYEHUE;103;Osorno;2;1;1;1;57;57;215;209;-16;-13;-13;-24;-1;0;-1;-1;;;;;78.9;14;7;87.7;10.5;1.8;0;v12025;20260427;2m;2025
4709;0;LICEO TECNICO DE TALCAHUANO;8;DEL BIOBÍO;81;CONCEPCIÓN;8110;TALCAHUANO;83;Concepcion;2;1;1;1;84;83;216;220;12;18;-12;-13;1;0;-1;-1;;;;;77.4;16.7;6;77.1;22.9;0;0;v12025;20260427;2m;2025
1291;2;COLEGIO JOSE AGUSTIN GOMEZ;5;DE VALPARAÍSO;57;SAN FELIPE;5701;SAN FELIPE;52;San Felipe - Los Andes;3;2;4;1;39;37;271;273;-6;-2;1;-16;0;0;0;-1;;;;;28.2;41;30.8;35.1;43.2;21.6;0;v12025;20260427;2m;2025
40023;8;COLEGIO SAN ALBERTO;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6108;MACHALÍ;61;Cachapoal;4;3;5;1;72;70;307;364;-6;-4;19;35;0;0;1;1;;;;;6.9;20.8;72.2;2.9;18.6;78.6;0;v12025;20260427;2m;2025
25785;0;COLEGIO PART. ROYAL AMERICAN SCHOOL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;4;3;5;1;32;29;241;248;-19;;-47;;-1;;-1;;;2;;1;50;34.4;15.6;51.7;37.9;10.3;0;v12025;20260427;2m;2025
2104;0;LICEO BICENTENARIO COMERCIAL DIEGO POR;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;1;1;2;1;274;274;246;271;9;23;6;24;1;1;1;1;;;;;51.1;34.3;14.6;43.1;29.9;27;0;v12025;20260427;2m;2025
4686;8;INSTITUTO DE HUMANIDADES ALFREDO SILVA;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;4;3;5;1;58;57;288;328;-1;-4;0;-1;0;0;0;0;;;;;20.7;25.9;53.4;10.5;36.8;52.6;0;v12025;20260427;2m;2025
16588;3;COLEGIO SAN ALFONSO DE EL BOLDO;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;3;1;65;63;280;291;2;0;24;24;0;0;1;1;;;;;30.8;30.8;38.5;25.4;36.5;38.1;0;v12025;20260427;2m;2025
587;8;COLEGIO SERENA;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;5;1;24;24;306;363;-9;-10;18;34;0;0;1;1;;;;;12.5;20.8;66.7;0;20.8;79.2;0;v12025;20260427;2m;2025
5662;6;LICEO ESPANA DE TEMUCO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;2;1;50;49;243;249;17;8;3;2;1;0;0;0;;;;;58;26;16;55.1;34.7;10.2;0;v12025;20260427;2m;2025
4666;3;COLEGIO SANTA LUISA DE CONCEPCION;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;3;2;3;1;66;64;268;297;-14;19;12;30;-1;1;1;1;;;;;34.8;30.3;34.8;32.8;26.6;40.6;0;v12025;20260427;2m;2025
16488;7;COLEGIO ADVENTISTA MARANATA;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;3;2;3;1;38;36;286;293;18;8;30;26;1;0;1;1;;;;;15.8;42.1;42.1;25;50;25;0;v12025;20260427;2m;2025
5021;0;LICEO TÉCNICO PROFESIONAL DOCTOR RIGOB;8;DEL BIOBÍO;82;ARAUCO;8201;LEBU;84;Arauco;2;1;1;1;65;70;228;215;11;4;0;-18;0;0;0;-1;;;;;69.2;24.6;6.2;75.7;21.4;2.9;0;v12025;20260427;2m;2025
25038;4;COLEGIO JOSE M.BALMACEDA DE MELIPILLA;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;3;2;3;1;26;28;215;234;-1;11;-41;-33;0;0;-1;-1;;;;;76.9;15.4;7.7;67.9;28.6;3.6;0;v12025;20260427;2m;2025
8616;9;COLEGIO POLIVALENTE PLUS ULTRA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13108;INDEPENDENCIA;137;Norte;3;2;2;1;155;157;290;285;11;9;50;38;1;0;1;1;;;;;19.4;38.1;42.6;28.7;45.9;25.5;0;v12025;20260427;2m;2025
8367;4;COLEGIO MATER DEI DE COYHAIQUE;11;DE AYSÉN DEL GENERAL CARL;111;COYHAIQUE;11101;COYHAIQUE;111;Coyhaique;3;2;4;1;55;55;252;256;-11;-1;-18;-33;0;0;-1;-1;;;;;45.5;34.5;20;49.1;36.4;14.5;0;v12025;20260427;2m;2025
14616;1;COLEGIO LOS PRINCIPES;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;2;1;44;44;251;232;-5;-13;11;-15;0;0;1;-1;;;;;52.3;27.3;20.5;68.2;27.3;4.5;0;v12025;20260427;2m;2025
4288;9;LICEO BICENTENARIO POLITÉCNICO MONTE Á;8;DEL BIOBÍO;83;BIOBÍO;8303;CABRERO;82;Bio Bio;2;1;1;1;63;63;222;225;20;6;-6;-8;1;0;-1;0;;;;;74.6;17.5;7.9;76.2;19;4.8;0;v12025;20260427;2m;2025
26269;2;COLEGIO ALTO DEL VALLE;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;3;2;3;1;65;66;248;243;-1;22;-8;-24;0;1;-1;-1;;;;;41.5;41.5;16.9;57.6;34.8;7.6;0;v12025;20260427;2m;2025
9684;9;COLEGIO SAN GREGORIO DE LA SALLE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13111;LA GRANJA;132;Sur;3;2;2;1;69;68;269;278;9;12;29;31;0;0;1;1;;;;;27.5;46.4;26.1;30.9;45.6;23.5;0;v12025;20260427;2m;2025
5270;1;LICEO POLITECNICO DOMINGO STA MARIA;9;DE LA ARAUCANÍA;92;MALLECO;9209;RENAICO;91;Malleco;2;1;1;1;59;52;239;228;0;-18;11;-5;0;0;1;0;;;;;59.3;28.8;11.9;71.2;25;3.8;0;v12025;20260427;2m;2025
5897;1;COLEGIO AMERICA;9;DE LA ARAUCANÍA;91;CAUTÍN;9119;VILCÚN;92;Cautin Norte;2;1;2;1;57;51;267;288;17;29;27;41;1;1;1;1;;;;;26.3;49.1;24.6;29.4;41.2;29.4;0;v12025;20260427;2m;2025
25722;2;COLEGIO PART. PATRONA SENORA DE LOURDE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;4;1;59;55;287;319;14;14;17;30;1;0;1;1;;;;;20.3;27.1;52.5;9.1;50.9;40;0;v12025;20260427;2m;2025
2167;9;INSTITUTO SEWELL;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;3;2;3;1;29;28;244;222;-2;-12;-12;-45;0;0;-1;-1;;;;;55.2;34.5;10.3;82.1;14.3;3.6;0;v12025;20260427;2m;2025
4331;1;LICEO BICENTENARIO FRANCISCO BASCUNAN;8;DEL BIOBÍO;83;BIOBÍO;8309;QUILLECO;82;Bio Bio;2;1;1;1;37;40;235;244;14;18;7;11;1;0;1;1;;;;;54.1;27;18.9;52.5;37.5;10;0;v12025;20260427;2m;2025
14902;0;COLEGIO FUNDADORES DE LA CALERA;5;DE VALPARAÍSO;55;QUILLOTA;5502;LA CALERA;51;Quillota - Petorca;4;3;4;1;53;53;253;272;19;1;-17;-17;1;0;-1;-1;;;;;43.4;39.6;17;43.4;34;22.6;0;v12025;20260427;2m;2025
1918;6;COLEGIO LOS LEONES DE QUILPUE;5;DE VALPARAÍSO;58;MARGA MARG;5801;QUILPUÉ;53;Valparaiso - Isla de Pascua;3;2;3;1;62;62;256;262;12;9;0;-5;1;0;0;0;;;;;45.2;32.3;22.6;41.9;41.9;16.1;0;v12025;20260427;2m;2025
8310;0;COLEGIO MAURICIO HITCHCOCK;10;DE LOS LAGOS;104;PALENA;10403;HUALAIHUÉ;101;Llanquihue;2;1;1;2;24;24;245;256;14;34;17;23;0;1;1;1;;;;;54.2;25;20.8;45.8;45.8;8.3;0;v12025;20260427;2m;2025
16923;4;THE BRITISH SCHOOL PATAGONIA;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;3;2;4;1;70;70;273;304;-8;-4;3;15;0;0;0;1;;;;;24.3;37.1;38.6;25.7;30;44.3;0;v12025;20260427;2m;2025
1775;2;COLEGIO ARABE;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;4;3;5;1;30;24;296;345;6;-3;8;16;0;0;1;1;;;;;10;43.3;46.7;4.2;33.3;62.5;0;v12025;20260427;2m;2025
6644;3;LICEO SAN FCO DE ASIS DE NVA IMPERIAL;9;DE LA ARAUCANÍA;91;CAUTÍN;9111;NUEVA IMPERIAL;92;Cautin Norte;3;2;3;1;81;83;269;282;4;4;13;15;0;0;1;1;;;;;33.3;38.3;28.4;26.5;49.4;24.1;0;v12025;20260427;2m;2025
1769;8;COLEGIO RAYEN CAVEN;5;DE VALPARAÍSO;51;VALPARAÍSO;5103;CONCÓN;53;Valparaiso - Isla de Pascua;3;2;3;1;22;25;270;272;-7;-6;14;5;0;0;1;0;;;;;31.8;36.4;31.8;40;44;16;0;v12025;20260427;2m;2025
9200;2;COLEGIO PARTICULAR JORGE PRIETO LETELI;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13122;PEÑALOLÉN;133;Oriente;3;2;2;1;58;59;221;228;-2;0;-19;-19;0;0;-1;-1;;;;;72.4;20.7;6.9;72.9;20.3;6.8;0;v12025;20260427;2m;2025
17607;9;COLEGIO INGLÉS BRITISH ROYAL SCHOOL;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;3;2;5;1;29;33;271;311;26;3;-17;-18;1;0;-1;-1;;;;;34.5;24.1;41.4;6.1;66.7;27.3;0;v12025;20260427;2m;2025
24689;1;CTRO.EDUC.CATOLICO DIDASCALIO STA. MAR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13112;LA PINTANA;136;Cordillera;3;2;2;1;23;23;251;227;-13;;11;-20;0;;1;-1;;;;1;43.5;43.5;13;69.6;21.7;8.7;0;v12025;20260427;2m;2025
22084;1;LICEO POLITECNICO ANTULAFKEN;10;DE LOS LAGOS;103;OSORNO;10306;SAN JUAN DE LA COST;103;Osorno;2;1;1;2;33;36;237;233;2;24;9;0;0;1;1;0;;;;;54.5;33.3;12.1;75;19.4;5.6;0;v12025;20260427;2m;2025
9100;6;LICEO REPUBLICA DE SIRIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;1;1;4;1;124;126;295;317;21;9;25;28;1;0;1;1;;;;;16.1;29.8;54;15.1;34.1;50.8;0;v12025;20260427;2m;2025
10723;9;COLEGIO PARTICULAR INTEGRAL ARTURO PRA;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13601;TALAGANTE;135;Talagante;3;2;4;1;23;23;253;314;-35;9;-17;25;-1;0;-1;1;;;;;34.8;39.1;26.1;17.4;26.1;56.5;0;v12025;20260427;2m;2025
20461;7;COLEGIO TECNICO PROFESIONAL SAN ESTEBA;16;DE ÑUBLE;161;DIGUILLÍN;16102;BULNES;161;Diguillín;3;2;2;1;56;35;207;252;1;;-33;;0;;-1;;;2;;1;85.7;10.7;3.6;60;28.6;11.4;0;v12025;20260427;2m;2025
14510;6;COLEGIO NACIONAL;5;DE VALPARAÍSO;58;MARGA MARG;5802;LIMACHE;51;Quillota - Petorca;3;2;3;1;47;46;262;277;-1;-14;6;10;0;0;0;1;;;;;34;38.3;27.7;28.3;52.2;19.6;0;v12025;20260427;2m;2025
11805;2;COLEGIO POLIVALENTE INGLES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13112;LA PINTANA;136;Cordillera;3;2;1;1;38;36;216;218;-24;2;-12;-15;-1;0;-1;-1;;;;;78.9;18.4;2.6;83.3;16.7;0;0;v12025;20260427;2m;2025
25330;8;COLEGIO POLIVALENTE ANTARES;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;3;1;48;47;269;255;8;23;13;-12;0;0;1;-1;;;;;35.4;37.5;27.1;51.1;34;14.9;0;v12025;20260427;2m;2025
