rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect4b_rbd;nalu_mate4b_rbd;prom_lect4b_rbd;prom_mate4b_rbd;dif_lect4b_rbd;dif_mate4b_rbd;difgru_lect4b_rbd;difgru_mate4b_rbd;sigdif_lect4b_rbd;sigdif_mate4b_rbd;siggru_lect4b_rbd;siggru_mate4b_rbd;marca_lect4b_rbd;marca_mate4b_rbd;marcadif_lect4b_rbd;marcadif_mate4b_rbd;palu_eda_ins_lect4b_rbd;palu_eda_ele_lect4b_rbd;palu_eda_ade_lect4b_rbd;palu_eda_ins_mate4b_rbd;palu_eda_ele_mate4b_rbd;palu_eda_ade_mate4b_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
6886;1;ESCUELA VALLE DE MARIQUINA;14;DE LOS RÍOS;141;VALDIVIA;14106;MARIQUINA;141;Valdivia;6;4;1;1;17;17;257;196;12;-42;-2;-47;0;-1;0;-1;;;;;35.3;35.3;29.4;94.1;5.9;0;0;v12025;20260427;4b;2025
7968;5;ESCUELA RURAL COLIGUAL SAN JUAN;10;DE LOS LAGOS;101;LLANQUIHUE;10107;LLANQUIHUE;101;Llanquihue;6;4;;2;0;0;;;;;;;;;;;;;;;;;;;;;1;v12025;20260427;4b;2025
4722;8;ESCUELA BLANCA ESTELA PRAT CARVAJAL;8;DEL BIOBÍO;81;CONCEPCIÓN;8112;HUALPÉN;83;Concepcion;2;1;3;1;45;47;239;235;-30;-11;-37;-25;-1;0;-1;-1;;;;;51.1;28.9;20;55.3;29.8;14.9;0;v12025;20260427;4b;2025
2017;6;ESCUELA VILLA LAS DUNAS;5;DE VALPARAÍSO;56;SAN ANTONI;5601;SAN ANTONIO;54;San Antonio;2;1;2;1;19;20;249;233;;-40;-18;-19;;-1;-1;-1;;;1;;42.1;36.8;21.1;60;35;5;0;v12025;20260427;4b;2025
4181;5;ESCUELA BASICA REPUBLICA DE ISRAEL;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;2;1;3;1;28;30;289;256;-1;12;13;-4;0;0;1;0;;;;;21.4;17.9;60.7;36.7;53.3;10;0;v12025;20260427;4b;2025
2558;5;ESCUELA LA FINCA;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6310;SANTA CRUZ;62;Colchagua;2;1;1;2;4;5;245;250;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
712;9;ESCUELA BÁSICA ARTURO ALESSANDRI PALMA;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;2;1;3;1;69;71;297;286;-9;-2;21;26;0;0;1;1;;;;;11.6;21.7;66.7;14.1;45.1;40.8;0;v12025;20260427;4b;2025
17692;3;COLEGIO GOLDEN SCHOOL;8;DEL BIOBÍO;81;CONCEPCIÓN;8103;CHIGUAYANTE;83;Concepcion;3;2;3;1;20;22;301;275;38;29;25;15;1;1;1;1;;;;;0;30;70;22.7;54.5;22.7;0;v12025;20260427;4b;2025
14775;3;COLEGIO MONTESOL 2;5;DE VALPARAÍSO;58;MARGA MARG;5801;QUILPUÉ;53;Valparaiso - Isla de Pascua;3;2;4;1;23;24;266;242;-7;-7;-18;-28;0;0;-1;-1;;;;;34.8;8.7;56.5;54.2;37.5;8.3;0;v12025;20260427;4b;2025
2040;0;LICEO NACIONAL DE LLO LLEO;5;DE VALPARAÍSO;56;SAN ANTONI;5601;SAN ANTONIO;54;San Antonio;3;2;3;1;63;67;293;270;-23;5;17;10;-1;0;1;1;;;;;17.5;19;63.5;25.4;49.3;25.4;0;v12025;20260427;4b;2025
6285;5;ESCUELA BASICA LOS PERALES;9;DE LA ARAUCANÍA;91;CAUTÍN;9107;GORBEA;93;Cautin Sur;2;1;1;1;9;8;247;248;-23;0;-12;5;0;0;0;0;;;;;;;;;;;0;v12025;20260427;4b;2025
2704;9;ESCUELA RENÉ CARVAJAL MADARIAGA;6;DEL LIBERTADOR BERNARDO O;62;CARDENAL C;6204;MARCHIHUE;63;Cardenal Caro;2;1;1;2;4;4;244;227;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
10530;9;ESCUELA BASICA F-N°629 DE CONCENTRACION;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13203;SAN JOSÉ DE MAIPO;136;Cordillera;2;1;2;2;10;10;277;258;9;27;10;6;0;1;0;0;;;;;30;30;40;40;40;20;0;v12025;20260427;4b;2025
31068;9;COLEGIO TERRA MONTE;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13301;COLINA;137;Norte;3;2;2;1;30;31;265;258;-5;1;-2;6;0;0;0;0;;;;;23.3;40;36.7;38.7;35.5;25.8;0;v12025;20260427;4b;2025
9889;2;LICEO REINO DE DINAMARCA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;6;4;1;1;25;24;253;252;-9;6;-6;9;0;0;0;1;;;;;40;36;24;37.5;45.8;16.7;0;v12025;20260427;4b;2025
4270;6;LICEO PARTICULAR CARLOS CONDELL;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;2;1;19;19;278;240;30;-2;11;-12;1;0;1;-1;;;;;15.8;42.1;42.1;52.6;42.1;5.3;0;v12025;20260427;4b;2025
17715;6;ESCUELA ACUMAR;8;DEL BIOBÍO;83;BIOBÍO;8305;MULCHÉN;82;Bio Bio;3;2;1;2;1;1;;;;;;;;;;;1;1;2;2;;;;;;;0;v12025;20260427;4b;2025
11217;8;COLEGIO SAINT THOMAS;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;2;1;22;23;235;232;-3;-9;-32;-20;0;0;-1;-1;;;;;54.5;27.3;18.2;56.5;34.8;8.7;0;v12025;20260427;4b;2025
6262;6;ESCUELA PARTICULAR RESERVA RAIN;9;DE LA ARAUCANÍA;91;CAUTÍN;9114;PITRUFQUÉN;93;Cautin Sur;3;2;2;2;9;8;268;272;-4;10;1;20;0;0;0;1;;;;;;;;;;;0;v12025;20260427;4b;2025
10553;8;ESCUELA MARCIAL MARTINEZ FERRARI;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13105;EL BOSQUE;132;Sur;6;4;2;1;31;35;274;253;4;-3;7;1;0;0;1;0;;;;;22.6;32.3;45.2;48.6;31.4;20;0;v12025;20260427;4b;2025
497;9;ESCUELA DE LA PAMPA;3;DE ATACAMA;33;HUASCO;3302;ALTO DEL CARMEN;32;Huasco - Vallenar;6;4;2;2;3;3;305;269;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
5575;1;ESCUELA ARTURO PRAT;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;2;1;2;1;21;20;265;229;18;-26;-2;-23;0;-1;0;-1;;;;;42.9;19;38.1;65;30;5;0;v12025;20260427;4b;2025
9156;1;ESCUELA BAS. RENACIMIENTO N_ 1;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;3;2;4;1;8;8;301;270;14;14;17;0;0;0;0;0;;;;;;;;;;;0;v12025;20260427;4b;2025
41124;8;COLEGIO PARTICULAR SUBVENCIONADO EDUARD;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;3;2;4;1;86;83;286;270;-22;-11;2;0;-1;-1;0;0;;;;;20.9;24.4;54.7;27.7;37.3;34.9;0;v12025;20260427;4b;2025
2750;2;ESCUELA MARIA INES RODRIGUEZ;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;2;1;2;1;9;9;237;244;21;20;-30;-8;0;0;-1;0;;;;;;;;;;;0;v12025;20260427;4b;2025
8515;4;ESCUELA BASICA CORNELIA OLIVARES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13108;INDEPENDENCIA;137;Norte;2;1;3;1;32;32;282;263;-3;-27;6;3;0;-1;0;0;;;;;18.8;28.1;53.1;31.3;46.9;21.9;0;v12025;20260427;4b;2025
9179;0;COLEGIO SANTA MARTA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;3;2;4;1;35;35;293;270;9;-8;9;0;0;0;1;0;;;;;17.1;11.4;71.4;37.1;31.4;31.4;0;v12025;20260427;4b;2025
4101;7;ESCUELA BASICA PULLAY;16;DE ÑUBLE;162;ITATA;16202;COBQUECURA;161;Diguillín;2;1;4;2;4;6;257;255;;-2;;-15;;0;;0;;;2;;;;;;;;0;v12025;20260427;4b;2025
3437;1;ESCUELA RAMON BARROS LUCO;7;DEL MAULE;74;LINARES;7405;RETIRO;73;Linares;2;1;2;2;11;11;277;274;1;-10;10;22;0;0;0;1;;;;;18.2;45.5;36.4;27.3;18.2;54.5;0;v12025;20260427;4b;2025
2896;7;LICEO BICENTENARIO AUGUSTO SANTELICES V;7;DEL MAULE;73;CURICÓ;7303;LICANTÉN;71;Curico;2;1;3;1;29;29;291;296;-4;-3;15;36;0;0;1;1;;;;;17.2;24.1;58.6;10.3;41.4;48.3;0;v12025;20260427;4b;2025
9697;0;LICEO POLIVALENTE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13116;LO ESPEJO;132;Sur;6;4;1;1;23;24;222;218;-40;-31;-37;-25;-1;-1;-1;-1;;;;;60.9;34.8;4.3;83.3;16.7;0;0;v12025;20260427;4b;2025
7118;8;ESCUELA PARTICULAR TRAITRAICO;14;DE LOS RÍOS;141;VALDIVIA;14108;PANGUIPULLI;141;Valdivia;3;2;1;2;9;9;249;234;;-2;-10;-9;;0;0;0;;;2;;;;;;;;0;v12025;20260427;4b;2025
6454;8;ESCUELA BASICA COLLICO RANCO;9;DE LA ARAUCANÍA;91;CAUTÍN;9116;SAAVEDRA;92;Cautin Norte;6;4;2;2;5;3;247;210;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
5790;8;ESCUELA PARTICULAR EL CRUCERO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;1;2;12;12;262;207;21;-4;3;-36;0;0;0;-1;;;;;41.7;25;33.3;83.3;16.7;0;0;v12025;20260427;4b;2025
6116;6;ESCUELA PARTICULAR SAGRADA FAMILIA;9;DE LA ARAUCANÍA;91;CAUTÍN;9120;VILLARRICA;93;Cautin Sur;3;2;3;1;60;58;279;258;2;12;3;-2;0;1;0;0;;;;;28.3;20;51.7;43.1;27.6;29.3;0;v12025;20260427;4b;2025
9033;6;COLEGIO STA MARIA REINA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13113;LA REINA;133;Oriente;3;2;4;1;53;52;270;263;-5;5;-14;-7;0;0;-1;-1;;;;;35.8;24.5;39.6;40.4;30.8;28.8;0;v12025;20260427;4b;2025
14280;8;COLEGIO SAGRADA FAMILIA;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;4;3;5;1;49;48;301;299;-9;-13;-1;7;0;-1;0;1;;;;;12.2;22.4;65.3;6.3;39.6;54.2;0;v12025;20260427;4b;2025
15608;6;ESCUELA PEDRO MORALES BARRERA;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6301;SAN FERNANDO;62;Colchagua;6;4;1;1;16;15;265;248;53;14;6;5;1;0;0;0;;;;;37.5;25;37.5;53.3;33.3;13.3;0;v12025;20260427;4b;2025
8346;1;ESCUELA VICTOR DOMINGO SILVA;11;DE AYSÉN DEL GENERAL CARL;111;COYHAIQUE;11101;COYHAIQUE;111;Coyhaique;6;4;1;1;18;17;275;275;14;30;16;32;0;1;1;1;;;;;33.3;22.2;44.4;17.6;64.7;17.6;0;v12025;20260427;4b;2025
7805;0;ESCUELA RURAL PEDRO BARRIENTOS BARRIENT;10;DE LOS LAGOS;101;LLANQUIHUE;10102;CALBUCO;101;Llanquihue;2;1;1;2;1;1;;;;;;;;;;;1;1;2;2;;;;;;;0;v12025;20260427;4b;2025
7141;2;ESCUELA RURAL FOLLECO;14;DE LOS RÍOS;142;DEL RANCO;14201;LA UNIÓN;142;Ranco;2;1;2;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
26328;1;COLEGIO ANTUQUENU ANDINO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;4;3;5;1;10;10;285;274;-32;-1;-17;-18;-1;0;-1;-1;;;;;0;40;60;20;50;30;0;v12025;20260427;4b;2025
6803;9;ESCUELA RURAL CASA BLANCA;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;6;4;1;2;1;1;;;;;;;;;;;1;1;2;2;;;;;;;0;v12025;20260427;4b;2025
7682;1;ESCUELA RURAL LA PALOMA;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;2;1;4;2;10;10;278;257;12;16;-6;-13;0;0;0;-1;;;;;20;40;40;40;40;20;0;v12025;20260427;4b;2025
17838;1;COLEGIO TECNOLOGICO DARIO SALAS;16;DE ÑUBLE;161;DIGUILLÍN;16103;CHILLÁN VIEJO;161;Diguillín;3;2;1;1;16;17;257;225;-36;-75;-2;-18;-1;-1;0;-1;;;;;50;31.3;18.8;64.7;17.6;17.6;0;v12025;20260427;4b;2025
6139;5;ESCUELA PARTICULAR SANTA RITA;9;DE LA ARAUCANÍA;91;CAUTÍN;9120;VILLARRICA;93;Cautin Sur;3;2;1;2;4;3;202;185;;;;;;;;;;;1;2;;;;;;;0;v12025;20260427;4b;2025
4811;9;ESCUELA ALMIRANTE PATRICIO LYNCH;8;DEL BIOBÍO;81;CONCEPCIÓN;8107;PENCO;83;Concepcion;2;1;2;1;21;21;271;268;-23;-19;4;16;-1;-1;0;1;;;;;23.8;28.6;47.6;33.3;47.6;19;0;v12025;20260427;4b;2025
15631;0;TRINITY COLLEGE;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6108;MACHALÍ;61;Cachapoal;4;3;5;1;46;47;300;304;-3;9;-2;12;0;0;0;1;;;;;15.2;10.9;73.9;4.3;36.2;59.6;0;v12025;20260427;4b;2025
6826;8;COLEGIO SANTA MARTA DE VALDIVIA;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;4;1;43;44;277;276;-11;-12;-7;6;0;0;-1;1;;;;;32.6;20.9;46.5;15.9;56.8;27.3;0;v12025;20260427;4b;2025
8323;2;ESCUELA RURAL N.745 SEMILLERO;10;DE LOS LAGOS;104;PALENA;10403;HUALAIHUÉ;101;Llanquihue;2;1;1;2;12;10;266;231;;;7;-12;;;0;-1;;;2;2;25;41.7;33.3;70;30;0;0;v12025;20260427;4b;2025
7659;7;ESCUELA ALERCE HISTORICO;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;2;1;1;1;24;25;256;241;-3;-1;-3;-2;0;0;0;0;;;;;37.5;29.2;33.3;56;20;24;0;v12025;20260427;4b;2025
5080;6;ESCUELA BASICA PEMEREHUE;8;DEL BIOBÍO;82;ARAUCO;8202;ARAUCO;84;Arauco;2;1;2;2;1;0;;;;;;;;;;;1;1;2;2;;;;;;;0;v12025;20260427;4b;2025
40291;5;ESCUELA ESPECIAL DE LENGUAJE Y COLEGIO;5;DE VALPARAÍSO;56;SAN ANTONI;5601;SAN ANTONIO;54;San Antonio;3;2;2;1;18;18;211;193;-35;-32;-56;-59;-1;-1;-1;-1;;;;;77.8;11.1;11.1;88.9;5.6;5.6;0;v12025;20260427;4b;2025
8177;9;ESCUELA RURAL OSTRICULTURA;10;DE LOS LAGOS;102;CHILOÉ;10210;QUINCHAO;102;Chiloe;6;4;1;2;6;5;244;236;;;-15;;;;0;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
6972;8;ESCUELA COLEGUAL NUM.32;14;DE LOS RÍOS;141;VALDIVIA;14104;LOS LAGOS;141;Valdivia;3;2;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
7636;8;ESCUELA N 5 MIRAMAR;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;2;1;3;1;20;21;268;255;8;5;-8;-5;0;0;0;0;;;;;30;20;50;38.1;52.4;9.5;0;v12025;20260427;4b;2025
5644;8;ESCUELA TROMEN ALTO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;2;1;3;2;2;2;271;253;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
5103;9;ESCUELA COLICO NORTE;8;DEL BIOBÍO;82;ARAUCO;8205;CURANILAHUE;84;Arauco;2;1;;2;0;0;;;;;;;;;;;;;;;;;;;;;1;v12025;20260427;4b;2025
5767;3;ESCUELA PARTICULAR TRES CERROS;9;DE LA ARAUCANÍA;91;CAUTÍN;9112;PADRE LAS CASAS;93;Cautin Sur;3;2;2;2;10;10;240;250;30;42;-27;-2;1;1;-1;0;;;;;50;30;20;30;70;0;0;v12025;20260427;4b;2025
125;2;ESCUELA PROFESOR MANUEL CASTRO RAMOS;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;6;4;3;1;48;55;243;225;-31;-17;-33;-35;-1;-1;-1;-1;;;;;54.2;18.8;27.1;65.5;25.5;9.1;0;v12025;20260427;4b;2025
12860;0;COLEGIO DIVINA PASTORA;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;3;2;3;1;78;82;249;226;2;-9;-27;-34;0;0;-1;-1;;;;;50;23.1;26.9;67.1;28;4.9;0;v12025;20260427;4b;2025
374;3;ESCUELA HOGAR VICTORIANO QUINTEROS SOTO;2;DE ANTOFAGASTA;21;ANTOFAGAST;2104;TALTAL;21;Antofagasta;2;1;3;1;42;44;276;274;-18;1;0;14;-1;0;0;1;;;;;23.8;26.2;50;29.5;34.1;36.4;0;v12025;20260427;4b;2025
8200;7;ESCUELA RURAL SAN AGUSTIN;10;DE LOS LAGOS;102;CHILOÉ;10206;PUQUELDÓN;102;Chiloe;6;4;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
3955;1;ESCUELA BASICA RANCHILLOS;16;DE ÑUBLE;161;DIGUILLÍN;16109;YUNGAY;161;Diguillín;2;1;2;2;9;7;227;233;-47;-12;-40;-19;-1;0;-1;-1;;;;;;;;;;;0;v12025;20260427;4b;2025
5034;2;ESCUELA LA FORTUNA;8;DEL BIOBÍO;82;ARAUCO;8201;LEBU;84;Arauco;2;1;1;1;18;17;249;246;-37;-39;-10;3;-1;-1;0;0;;;;;55.6;16.7;27.8;47.1;41.2;11.8;0;v12025;20260427;4b;2025
11532;0;ESCUELA PARTICULAR LUIS ISRAEL;9;DE LA ARAUCANÍA;91;CAUTÍN;9112;PADRE LAS CASAS;93;Cautin Sur;3;2;2;1;13;14;275;244;39;29;8;-8;1;1;0;0;;;;;23.1;30.8;46.2;64.3;21.4;14.3;0;v12025;20260427;4b;2025
16441;0;LICEO BICENTENARIO DE EXCELENCIA SANTA;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;3;2;3;1;82;84;271;254;-17;-7;-5;-6;-1;0;0;-1;;;;;29.3;25.6;45.1;45.2;36.9;17.9;0;v12025;20260427;4b;2025
2627;1;ESCUELA GUSTAVO RIVERA BUSTOS;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6307;PERALILLO;62;Colchagua;2;1;2;2;27;27;287;272;1;-8;20;20;0;0;1;1;;;;;14.8;25.9;59.3;18.5;44.4;37;0;v12025;20260427;4b;2025
16690;1;COLEGIO SUYAI;7;DEL MAULE;71;TALCA;7105;MAULE;72;Talca;3;2;2;1;34;35;289;275;12;15;22;23;0;1;1;1;;;;;11.8;29.4;58.8;14.3;65.7;20;0;v12025;20260427;4b;2025
1061;8;ESCUELA TILAMA;4;DE COQUIMBO;42;CHOAPA;4203;LOS VILOS;43;Choapa;2;1;1;2;5;5;261;239;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
24908;4;COLEGIO PEDRO DE VALDIVIA LAS CONDES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;80;80;286;268;-1;-5;-16;-24;0;0;-1;-1;;;;;25;25;50;33.8;33.8;32.5;0;v12025;20260427;4b;2025
4393;1;ESCUELA BASICA RUCALHUE;8;DEL BIOBÍO;83;BIOBÍO;8308;QUILACO;82;Bio Bio;2;1;2;2;4;4;236;229;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
3268;9;ESCUELA SALOMON SALMAN DABUD;7;DEL MAULE;74;LINARES;7401;LINARES;73;Linares;2;1;1;1;31;31;253;241;-1;15;-6;-2;0;1;0;0;;;;;38.7;29;32.3;54.8;35.5;9.7;0;v12025;20260427;4b;2025
10407;8;ESCUELA BASICA ALGARROBAL;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13301;COLINA;137;Norte;1;1;3;1;71;68;289;285;-9;-12;13;25;0;-1;1;1;;;;;21.1;23.9;54.9;17.6;36.8;45.6;0;v12025;20260427;4b;2025
1004;9;ESCUELA PARTICULAR LA CAPILLA;4;DE COQUIMBO;42;CHOAPA;4201;ILLAPEL;43;Choapa;3;2;;2;0;0;;;;;;;;;;;;;;;;;;;;;1;v12025;20260427;4b;2025
22309;3;COLEGIO INGLÉS MABEL CONDEMARÍN;10;DE LOS LAGOS;101;LLANQUIHUE;10106;LOS MUERMOS;101;Llanquihue;6;4;2;2;40;41;275;242;24;20;8;-10;1;1;1;-1;;;;;22.5;40;37.5;51.2;36.6;12.2;0;v12025;20260427;4b;2025
14234;4;ESCUELA PART. LORENZO LUZURIAGA;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;3;1;7;7;256;220;-17;-16;-20;-40;0;0;-1;-1;;;;;;;;;;;0;v12025;20260427;4b;2025
5329;5;ESCUELA BASICA CRUZACO;9;DE LA ARAUCANÍA;92;MALLECO;9205;LONQUIMAY;91;Malleco;2;1;2;2;7;7;279;243;-14;1;12;-9;0;0;0;0;;;;;;;;;;;0;v12025;20260427;4b;2025
9574;5;ESCUELA BASICA PARTICULAR CAMINITO;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;3;2;2;1;55;57;253;260;-24;-10;-14;8;-1;0;-1;1;;;;;47.3;21.8;30.9;31.6;50.9;17.5;0;v12025;20260427;4b;2025
14675;7;COLEGIO SAN SEBASTIAN DE AKIVI;5;DE VALPARAÍSO;52;ISLA DE PA;5201;ISLA DE PASCUA;53;Valparaiso - Isla de Pascua;3;2;3;1;23;23;241;218;-22;-34;-35;-42;-1;-1;-1;-1;;;;;52.2;26.1;21.7;82.6;17.4;0;0;v12025;20260427;4b;2025
13593;3;COLEGIO EUSEBIO LILLO PUNTA MIRA;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;2;1;35;38;278;262;-13;-16;11;10;0;-1;1;1;;;;;25.7;25.7;48.6;36.8;34.2;28.9;0;v12025;20260427;4b;2025
9720;9;COLEGIO HERNAN OLGUIN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13116;LO ESPEJO;132;Sur;6;4;1;1;35;36;245;236;4;-1;-14;-7;0;0;-1;-1;;;;;45.7;31.4;22.9;58.3;27.8;13.9;0;v12025;20260427;4b;2025
14380;4;CAERNARFON COLLEGE;5;DE VALPARAÍSO;51;VALPARAÍSO;5102;CASABLANCA;53;Valparaiso - Isla de Pascua;4;3;5;1;10;11;298;277;5;10;-4;-15;0;0;0;-1;;;;;20;20;60;18.2;45.5;36.4;0;v12025;20260427;4b;2025
24954;8;COLEGIO EL REDENTOR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;39;41;270;252;-7;-5;-6;-8;0;0;0;-1;;;;;33.3;25.6;41;43.9;39;17.1;0;v12025;20260427;4b;2025
3019;8;ESCUELA HERNAN CIUDAD INOSTROZA;7;DEL MAULE;71;TALCA;7106;PELARCO;72;Talca;2;1;2;2;22;20;253;236;-21;-20;-14;-16;-1;-1;-1;-1;;;;;36.4;31.8;31.8;55;40;5;0;v12025;20260427;4b;2025
19999;0;ESCUELA PARTICULAR GALLETUE;9;DE LA ARAUCANÍA;92;MALLECO;9205;LONQUIMAY;91;Malleco;3;2;1;2;1;1;;;;;;;;;;;1;1;2;2;;;;;;;0;v12025;20260427;4b;2025
3314;6;ESCUELA MAITENCILLO;7;DEL MAULE;74;LINARES;7408;YERBAS BUENAS;73;Linares;2;1;2;2;24;25;292;281;4;-1;25;29;0;0;1;1;;;;;12.5;29.2;58.3;12;52;36;0;v12025;20260427;4b;2025
25349;9;COLEGIO PARTICULAR MELFORD COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;3;2;4;1;70;73;255;236;-15;-15;-29;-34;-1;-1;-1;-1;;;;;41.4;24.3;34.3;58.9;38.4;2.7;0;v12025;20260427;4b;2025
20440;4;LICEO DOCTOR JUAN VERDAGUER PLANAS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13127;RECOLETA;137;Norte;2;1;3;1;33;33;257;233;-20;-29;-19;-27;-1;-1;-1;-1;;;;;42.4;27.3;30.3;63.6;33.3;3;0;v12025;20260427;4b;2025
22355;7;COLEGIO SAN ANDRES;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;3;2;2;1;25;27;281;276;;2;14;24;;0;1;1;;;1;;20;32;48;22.2;44.4;33.3;0;v12025;20260427;4b;2025
10699;2;LICEO REPUBLICA DE GRECIA;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13601;TALAGANTE;135;Talagante;1;1;3;1;82;83;293;293;9;11;17;33;0;1;1;1;;;;;17.1;20.7;62.2;10.8;36.1;53;0;v12025;20260427;4b;2025
12027;8;COLEGIO BICENTENARIO DE EXCELENCIA EL Á;16;DE ÑUBLE;163;PUNILLA;16301;SAN CARLOS;161;Diguillín;3;2;1;1;18;23;306;286;19;1;47;43;1;0;1;1;;;;;0;22.2;77.8;8.7;47.8;43.5;0;v12025;20260427;4b;2025
2873;8;ESCUELA JOSE CANEPA VACCAREZZA;7;DEL MAULE;73;CURICÓ;7307;SAGRADA FAMILIA;71;Curico;2;1;1;2;23;23;269;245;-18;-43;10;2;-1;-1;1;0;;;;;34.8;21.7;43.5;47.8;43.5;8.7;0;v12025;20260427;4b;2025
15857;7;COLEGIO UMBRALES;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6303;CHIMBARONGO;62;Colchagua;3;2;1;1;12;13;304;274;44;15;45;31;1;0;1;1;;;;;8.3;8.3;83.3;23.1;53.8;23.1;0;v12025;20260427;4b;2025
31260;6;COLEGIO ALTAZOL DEL MAIPO;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13404;PAINE;132;Sur;3;2;3;1;36;38;275;255;13;0;-1;-5;0;0;0;0;;;;;25;27.8;47.2;47.4;28.9;23.7;0;v12025;20260427;4b;2025
3122;4;ESCUELA EL CANELO;7;DEL MAULE;71;TALCA;7105;MAULE;72;Talca;2;1;1;2;7;7;292;259;10;10;33;16;0;0;1;1;;;;;;;;;;;0;v12025;20260427;4b;2025
